puzzle,solution
008701950054692087700584360002007035503000006900000040400800619090000523620010408,268731954354692187719584362142967835573148296986253741437825619891476523625319478
400036080002000630007050902001400023804305069026089470060793200000508706098042351,419236587582971634637854912951467823874325169326189475165793248243518796798642351
090003074314080000700401039560708000009216350000050080007005641046070003951034700,698523174314987265725461839563748912489216357172359486237895641846172593951634728
940260380037001900650800001360020000175000203028013000200005037710086592090002000,941267385837451926652839471369524718175698243428713659286945137714386592593172864
240069010000050000697431852020100086500940007000006520300014065010093270050000001,245869713831257694697431852923175486568942137174386529382714965416593278759628341
005000920800000500072050004006004285000060001009018306090001058008593000650802000,465187923831429567972356814716934285384265791529718346293671458148593672657842139
210403709040006030007918000401830076003160890026097040300000900579040200084000050,218453769945276138637918425491832576753164892826597341362785914579641283184329657
765082090913004080840030150209000546084369200006405000000040009090051024001890765,765182493913574682842936157239718546584369271176425938658247319397651824421893765
000302000600000508405000030079006004002800607850017000900703480000140900200069300,798352146613974528425681739179236854342895617856417293961723485537148962284569371
293070540478590013100080029820703405704200001010050290082040076037005184641807902,293176548478592613165384729829713465754269831316458297582941376937625184641837952
001320050620000430008004062103090070780461293042080000030070000007240300000130040,471326958629857431358914762163592874785461293942783615834675129517249386296138547
060090504100065208070082690002057040500230080097806325080020900600009000003670002,268193574149765238375482691832957146516234789497816325784521963621349857953678412
008791205517423089920500741845267903090015007072004008780302150050000392231650804,468791235517423689923586741845267913396815427172934568789342156654178392231659874
593002000000308000000059007915730400360804901420915070206007810850200060709681004,593172648174368295682459137915736482367824951428915376246597813851243769739681524
050007309800050726000300041093015060206903400580206193000130675001004030005860200,154627389839451726762398541493715862216983457587246193948132675621574938375869214
537008000600709800040350006376100020008520300254603090000010000105070680460830700,537268941621749835849351276376194528918527364254683197783916452195472683462835719
008060230020000009647209105405020608102000074060700000006002800000070901030408720,958164237321857469647239185475923618192685374863741592716592843284376951539418726
000978200300050498200043715680300000003800600020007309100709056800005137700100040,514978263376251498298643715687394521953812674421567389142739856869425137735186942
286000013010000506300060800030704065000000000000510900001080407040256000009401032,286945713914837526375162894138794265597628341462513978621389457743256189859471632
900841300054602700008300906020068130639027008080900002040006090002730000190204567,976841325354692781218375946725468139639127458481953672847516293562739814193284567
247005096600200070080367524302050000470691832890732060506970280700086953018020007,247815396653249178189367524362458719475691832891732465536974281724186953918523647
683910507057800400104752036571028063860009000009071258906280045000305602305040709,683914527257863491194752836571428963862539174439671258916287345748395612325146789
500032810000087000870450902900245000050090473408100209000060328082010095000008004,549632817123987546876451932937245681251896473468173259714569328682314795395728164
800106300030008200001000084000307040010002809762804005000080713380901400176000908,854126397937458261621739584598317642413562879762894135249685713385971426176243958
400098000293005780081027000052060000070081090040732165820079016609050002734016000,467198523293645781581327649152964837376581294948732165825479316619853472734216958
000000040659084120000910000073620900800000356000835207260048000030090468904000500,718253649659784123342916875573621984821479356496835217265348791137592468984167532
702004598000800071001790004004006050000000869098003007040058702000030000010200930,762314598459862371381795624174986253235471869698523147943658712527139486816247935
108249035004380000329675410480900053006037000935008206073890540540760890892054307,168249735754381629329675418487926153216537984935418276673892541541763892892154367
126000735000100000700003104010730409943000672005906000302000001001800007007010246,126498735534167928789253164618732459943581672275946813392674581461825397857319246
060800090089001030130000700300680971900103604010490503573000462096040007041006859,762834195489751236135269748324685971957123684618497523573918462896542317241376859
000058000063000289200030107007600400840012090000000700602001904930000072000000015,719258346563147289284936157397685421846712593125493768652871934931564872478329615
908200070200001695761000800097100500000000010000000402600415080304002150002730040,958264371243871695761359824497126538826543719135987462679415283384692157512738946
028010703006040000000008000280500104000800200640002000907000501100309020002071000,428915763516743982379628415283567194791834256645192378937286541164359827852471639
249501087081903000650070000930400271105207900027010000014600032502030004300042015,249561387781923456653874129938456271165287943427319568814695732572138694396742815
003004650074000321205003748090831067800025903001060205350600072617300800000900006,183274659974586321265193748592831467846725913731469285359648172617352894428917536
805700409000690058409020760003080270600079003000102006570940630390200004000058910,865713429127694358439825761913486275682579143754132896578941632391267584246358917
763004020452390680890070054100930502584016790320740160005187236630429805218000400,763854921452391687891672354176938542584216793329745168945187236637429815218563479
079005006000020040263070105000000002090000638835000004000702800081450203307600059,479185326518326947263974185746893512192547638835261794954732861681459273327618459
000170068000000000001003009020835010050010243003020900302069004500201076087304002,935172468246598731871643529429835617758916243163427985312769854594281376687354192
094801730007450629500907408005000004140000200003105890020304061386000000001090300,694821735817453629532967418965238174148679253273145896729384561386512947451796382
502306490300847025000950836005630970001090042970000001400100003053270014120403700,582316497369847125714952836245631978631798542978524361497165283853279614126483759
405381002017500830802070001100000078780940000003000050071806009900027005528409000,495381762617592834832674591159263478786945123243718956371856249964127385528439617
406920380287030109319000600561089002023547816700612500090153470035704000074208900,456921387287436159319875624561389742923547816748612593692153478835794261174268935
978543612526071003000200009600019005190650204000000000357094000000000030004700090,978543612526971843431268759682419375193657284745382961357894126869125437214736598
051600700069703852800905400580000027000250300320000600900000000600408230700506080,251684793469713852873925461584361927196257348327849615948132576615478239732596184
000000678410060002063000000001005200000810050070240010187409000900001005304672009,295134678418967532763528491831795264642813957579246813187459326926381745354672189
360002507010090300020473169090000015000000400032008076945006021176200800283051004,369182547714695382528473169897364215651927438432518976945836721176249853283751694
000071980790385100150029637000930000079500804000807009060104050000700013017000400,432671985796385142158429637684932571379516824521847369263194758945768213817253496
080020306071006000300000000804050000000004205052100647509800700603000000048302090,485729316271436958396518472864257139137694285952183647529841763613975824748362591
960308520750000000803260700074100000020036000305482170519040260080000000000520008,961378524752914683843265791674159832128736459395482176519843267287691345436527918
503704920070000060000060800020098070608400003000623590001049030006001709009870104,563784921874912365912365847325198476698457213147623598781549632456231789239876154
024786000006502407708000009875960102003004005000107000000630950530070026080210730,924786513316592487758341269875963142193824675462157398247638951531479826689215734
000000080019000002025780341970358000180097003050006009340070005061005428000004600,437521986819463752625789341976358214184297563253146879348672195761935428592814637
470139680008250400009040000900074001030000900000091006005760040604023100000000208,472139685168257493359846712926574831531682974847391526215768349684923157793415268
200019500000083970900740810072064090049025600018007040000930460000001000094000050,287619534461583972953742816572864193349125687618397245725938461836451729194276358
600000305075903001120050900851004290009380000007002400706040009002100060930060050,698417325475923681123856947851674293249381576367592418716245839582139764934768152
920006400010980007007020009052170003100002705700453020070001800300069502509047306,925716438413985267867324159652178943134692785798453621276531894341869572589247316
860309000000820090004050083158000000009000002000703005620001900907005004081000000,862349751513827496794156283158264379379518642246793815625471938937685124481932567
618007200530624800049108650860005903924301000000890046090500000483700060000200090,618957234537624819249138657861475923924361785375892146192546378483719562756283491
000230600859001000362504800080020946000046000046180000608402105520600070000853402,417238659859761234362594817185327946273946581946185723638472195524619378791853462
000064528684205000000809000100500009842000050975300100090426815528000647406050932,739164528684275391251839476163547289842691753975382164397426815528913647416758932
450908276000005000000076084010050600000097030009600058035009801108320000064000300,451938276687245913923176584812453697546897132379612458235769841198324765764581329
030000060600034059000020408700406210000201080009070006007100604180040075905000000,834519762672834159591627438758496213463251987219378546327185694186942375945763821
001400928284100630953080407079004080028003104005700200800041752000862301302057806,761435928284179635953286417179624583628593174435718269896341752547862391312957846
008600401970204853000358709680500007005830642001070530000460270407120086062700900,538697421976214853124358769683542197795831642241976538819463275457129386362785914
300025801000037625000981340401500003060300084809274050007803060000750008000006739,374625891918437625256981347421568973765319284839274156147893562693752418582146739
659072183080001000301869704236140900970020541400090020003010695590006400160000002,659472183784531269321869754236145978978623541415798326843217695592386417167954832
000010258001007030042030107593472600008000003106080040039000002010500000705060390,367914258851627439942835167593472681478156923126389745639748512214593876785261394
090054037050000601103209580001002070000510000084070160715600009000301006320090418,698154237452837691173269584561482973937516842284973165715648329849321756326795418
768400300190032007250068009010600000940025180600901705021050070070103000009270000,768419352194532867253768419815647293947325186632981745321856974476193528589274631
169000000485697003327004000200580674748060050536042190012058036603070480874036521,169325847485697213327814965291583674748169352536742198912458736653271489874936521
000070024000409050000100800080040912100000003090500070620000005070000061340080090,936875124218439756754162839583746912167928543492513678621397485879254361345681297
020900003605000902000060504200010040004300010096470025907026401000093857000700096,728945163645831972319267584253619748874352619196478325987526431462193857531784296
100070983050006074302900000500637490040501302030004010790002845200489000480700000,164275983958316274372948651521637498847591362639824517793162845215489736486753129
082050900570040100006010000820194300000730008060005010758300090000409002090500007,182653974579248163346917825827194356915736248463825719758362491631479582294581637
503621007009050102008009046095170064000802000217000900000000610730000400450006000,543621897679458132128739546895173264364892751217564983982347615736915428451286379
900470836020080009008900000482000960070109208006200075051300090207000503600010782,915472836724683159368951427482735961573169248196248375851327694247896513639514782
253004009480060005960020348000392654032040000500001003100000900305017086076400012,253784169481963275967125348718392654632548791549671823124856937395217486876439512
206009800409680023000327064890406002600753490543200601004002085080005106010800239,236549817479681523158327964897416352621753498543298671964132785382975146715864239
700000009598370021601090700004005300070429000080000060007200005420700010000961270,732816549598374621641592783214685397376429158985137462167248935429753816853961274
000008529000452173253079640826014095740900060031205700060090002500801936080020410,417638529698452173253179648826714395745983261931265784164397852572841936389526417
203180047010600000040092000108050794000900008507840032650010803082003401071060529,263185947719634285845792316128356794436927158597841632654219873982573461371468529
087500426450026087000478300030760914504001030000234578248000009000602800010080000,387519426459326187126478395832765914574891632961234578248153769793642851615987243
804036751600200308000008060050729000003054000009300475912000000500090107307085924,824936751695217348731548269456729813173854692289361475912473586548692137367185924
790030006003006590504900713301002905050019304927540008010204030030890251000001809,792135486183476592564928713341682975658719324927543168819254637436897251275361849
506700492302094086419800075704000061603048050851600034008005709130469528045007013,586731492372594186419826375724953861693148257851672934268315749137469528945287613
700250000548900010026047000200600403380075020460012070870030594054000001030000267,793251648548963712126847935217698453389475126465312879872136594654729381931584267
060700543200100000008300610070030004030005967024800130000002471490610058517083296,169728543253164789748359612675931824831245967924876135386592471492617358517483296
570140900001056307000080405009405180010809000600000209060000801000698700084007690,573142968841956327296783415739425186412869573658371249967234851125698734384517692
387006410165000000002100570000000621014009800070000000850002000700861052020507000,387256419165794283492183576938475621514629837276318945851932764749861352623547198
010859600698230750035000028306002407071340260524010830840760000100905384059480100,712859643698234751435176928386592417971348265524617839843761592167925384259483176
000900000904050008001732005000000037060007000450800019200070006090420073070398450,725984361934651728681732945812549637369217584457863219243175896598426173176398452
906073800010902053200006100009300786000200504070500001300005010005009300100004960,956173842714982653238456179529341786861297534473568291397625418645819327182734965
061324005002009146040010700000100800020460591005080023074030069050040007000790400,761324985382579146549618732693152874827463591415987623174835269958246317236791458
907046010014930076000701904400160000000283100108090000360009407800370060041608359,937846512514932876286751934423165798679283145158497623362519487895374261741628359
080214060620000030900000812702000093853042600406070085000000300109500006560003108,385214967621789534974635812712856493853942671496371285248167359139528746567493128
006700028078203905295008706300040500000500103659030080000070002000050800004082057,136795428478263915295418736321846579847529163659137284583971642762354891914682357
005903080090000005012700000500310400470800900008000001000070504200496000104500029,645923187793681245812754396526319478471865932938247651389172564257496813164538729
640890003081750009072304005000170306000420100810000090069283000000017600100600980,645891723381752469972364815294178356536429178817536294769283541458917632123645987
790628304000730180000509070050080020017005000068972400089000000002000061135046000,791628354526734189843519672954381726217465938368972415689157243472893561135246897
200040697906512380000907250089050100064071039301690040437080002000006900698000000,215843697976512384843967251789354126564271839321698745437189562152436978698725413
000000400570084029009105003907050080000079501000210600000740060100863705706002000,281937456573684129469125873917356284628479531354218697835741962192863745746592318
080034095953070024062519078006120400314087000829060703200600530148302960035791840,781234695953876124462519378576123489314987256829465713297648531148352967635791842
002560018050900047070800020798100002020790000010080790987054260030009870061008009,342567918856921347179843625798136452624795183513482796987354261235619874461278539
010000270000016500500020080007250468865703002249061735403098000071035820058100394,316584279782916543594327681137259468865743912249861735423698157971435826658172394
100000059009302000750690430000800001004005006010000042520970100000014890040568000,163487259489352617752691438295846371374125986816739542528973164637214895941568723
000700395908520076050009028064270903085040000270800604710308209840000000500400831,621784395938521476457639128164275983385946712279813654716358249843192567592467831
700420100001006070000001029050760304802004007000089050507693002060210000000805710,795428163241936578386571429159762384832154697674389251517693842468217935923845716
501000030070000209000520160000357800087010540035842706010200380453681902892000605,521769438678134259349528167964357821287916543135842796716295384453681972892473615
305009000006053910891060000000082609429005003018094207053740860002000400080500300,345819726276453918891267534537182649429675183618394257953741862162938475784526391
500000010697030850480095300000700641710940000000002790905308104800400063000600080,523867419697134852481295376259783641718946235346512798965378124872451963134629587
490215008308000000152000900820059106600000080719008000270903050000040010540082000,497215368368794521152836947824359176635471289719628435271963854983547612546182793
690002830000900000050080204080291060010800307000006100065020000432709000800100042,697542831248913756351687294783291465916854327524376189165428973432769518879135642
540039002013780694700420000020070068600200300400050027301000009804000050000540831,546139782213785694798426513125374968687291345439658127351862479874913256962547831
312075004009382571080490063000800007108007406094126800273009648000068352856040719,312675984469382571587491263625834197138957426794126835273519648941768352856243719
549830671378410059216000348835679412162084095497251836754968123083020564621003087,549832671378416259216795348835679412162384795497251836754968123983127564621543987
082003000007400000060002374970145023100068705000000840206034980835027016700601030,482753169397416258561892374978145623124368795653279841216534987835927416749681532
560700000003540201018090000001000584000100900700304012020000006809000300350027040,562713498973548261418296735631972584284165973795384612127439856849651327356827149
004250790003000210000007003090028130731590060208100500402071000300605001100082457,614253798873469215925817643596728134731594862248136579452971386387645921169382457
000060004900204860060030000036800150700015042501023090080000725150000936020000000,372968514915274863864531279236849157798615342541723698483196725157482936629357481
061009500900000703387560090420070000109000034050003000590380000034650109018097300,261739548945218763387564291423976815179825634856143927592381476734652189618497352
507940618900060300386521000850010960109005040000809000091002080035486290248000500,527943618914768325386521479853214967179635842462879153691352784735486291248197536
000050006804761053000300072048002617630000400010608325390007064260490781087506039,173259846824761953956384172548932617632175498719648325391827564265493781487516239
000063508320000691006520304100030280602198740590402063050047900261809400479310052,714963528325784691986521374147635289632198745598472163853247916261859437479316852
500368100000401060000579834891040000726030490453090700007250001280010070135007900,549368127378421569612579834891746253726135498453892716967254381284913675135687942
002019000003200000819703004000372058374105269008006137085904072030020845420807010,742519386563248791819763524691372458374185269258496137185934672937621845426857913
034760512590412306062800490603900801200381679901074053000540168000206035050000000,834769512597412386162853497673925841245381679981674253329547168418296735756138924
006030000403000026050680300060509010870040000100008650528460973914703800600000140,796234581483915726251687394362579418875146239149328657528461973914753862637892145
900080000000005021001073000508720306470100985003850074306900000000300402204500103,945281637637495821821673549598724316472136985163859274316942758759318462284567193
400708200975200800080030045000429000300060000000305697609104000002580006708690401,413758269975246813286931745567429138391867524824315697659174382142583976738692451
000010600600389247000000018040095000006278100900031000162803750070056082054000001,498712635615389247723564918241695873536278194987431526162843759379156482854927361
189274350000009002472603080093700508500090001700485060030500004000000805815940000,189274356356819472472653189693721548548396721721485963937568214264137895815942637
743500806062710045100036092005072100874000023300080057000651000000040269080207500,743529816962718345158436792695372184874165923321984657239651478517843269486297531
090087160028900007706405000642000000071054002003706900069502010010630094284100000,495287163128963457736415829642891375971354682853726941369542718517638294284179536
080702060000090107370601825093007050806300074050029603000274300008100092730900041,581732469264598137379641825193467258826315974457829613915274386648153792732986541
030017000190050206006090000000301680000028015080004002500000000700080463060140578,432617859197853246856492137925371684674928315381564792548736921719285463263149578
501800003970100002600030591006450938000017645009600020100300800860200079000008010,541829763973165482682734591716452938238917645459683127127396854865241379394578216
020090700097502310040710200904638107100070900700020084400267801806000492005004600,321896745697542318548713269954638127182475936763129584439267851876351492215984673
500060900200500600049310750028700000030000270700023084000200460800400030064001025,513867942287594613649312758128745396435689271796123584951238467872456139364971825
086015027000870630712009400130008000004090003678134090053901070067250040001006005,386415927945872631712369458139528764524697813678134592453981276867253149291746385
400900003000006001000072500700600000039008150180090000670180090391050004002009700,468915273527836941913472568754621839239748156186593427675184392391257684842369715
007100048980075013000894507000000020001503470090040035509300084000980652068400301,657132948984675213132894567345719826821563479796248135519326784473981652268457391
048090702000084069936002040405009300029045806061020054000010000100006480050030200,548691732712384569936572148475869321329145876861723954283417695197256483654938217
100650802030028514580314097719040200346275080805003476060781945000569000951402768,194657832637928514582314697719846253346275189825193476263781945478569321951432768
000967200600452000270010000000785903500200017000601000941006070080074650756008140,418967235639452781275813496124785963563249817897631524941526378382174659756398142
064083070827000006000602000200100900908420000510097000080060304000000020090005001,164583279827914536359672418243158967978426153516397842785261394631849725492735681
500007062007400351012085790950006480004908607876001900060004030098013000700500000,549137862687492351312685794951726483234958617876341925165874239498213576723569148
005980302000001000008452090007000408890724560503010729000208900480103000030069100,615987342924631875378452691267395418891724563543816729156248937489173256732569184
064290800000003020001840000530000746172504090406080200053000164000158930200000580,764291853985673421321845679538912746172564398496387215853729164647158932219436587
370105068045908207802307000000539100230470089501002000013890052000206000420003000,379125468145968237862347915784539126236471589591682374613894752957216843428753691
000910800090008356000003000010405280050702060000100435005004910072096503030520000,563917824791248356248653791916435287354782169827169435685374912172896543439521678
843276005007183006016504703050007029720905134039021500180759060070042001900318457,843276915597183246216594783451837629728965134639421578184759362375642891962318457
600024970241097300070050142500718490904063007007540286498602051753981604120070839,635124978241897365879356142562718493984263517317549286498632751753981624126475839
040000510350200000200590038591000720060357104734012856000479065076005389025038470,649783512358261947217594638591846723862357194734912856183479265476125389925638471
402006153513020809006005000001030980250008700300001524000000008030000002980270005,472986153513427869896315247741532986259648731368791524627154398135869472984273615
400500063098000004365794001501620378026310500980000006800170002200800430607040810,472581963198236754365794281541629378726318549983457126854173692219865437637942815
000074509150086040400000300004501603326040150005060000041000936507030001630019005,863274519159386742472195368784521693326948157915763824241857936597632481638419275
047500003009320604308470900152000006000007092000002405804700000200030000001200537,647591823519328674328476951152943786486157392793862415834715269275639148961284537
070000050835100070001060000006208907100400030957031800700500004000006020523000761,674823159835149276291765483346258917182497635957631842768512394419376528523984761
003219768209700154781054920005420010120597340076080502007800035050300670000005081,543219768269738154781654923395426817128597346476183592917862435852341679634975281
281436007400207031037800024019600003645083712800041050002570140090000070074008060,281436597456297831937815624719652483645983712823741956362579148198364275574128369
084030027009842060000907040050004139073006000040000600090700010000005400831420700,584631927719842563326957841658274139173596284942183675495768312267315498831429756
370690400460750009920043000006074300004000608130560700600215800587000020200080540,371692485468751239925843167896174352754329618132568794649215873587436921213987546
803000000900500102162407080080310409010600200000004000006025010000000000300146795,853261947974538162162497583685312479417659238239784651796825314541973826328146795
700325040002000580049800300937084160405063820000070409003492710000000290000137050,781325946362749581549816372937284165415963827826571439653492718174658293298137654
008050007190000004540026001350080062270160040061243070016074280000312090420690010,638451927192837654547926831354789162279165348861243579916574283785312496423698715
305974061017000005804003790040320070200760100780410520532840019008001000071096000,325974861917682345864153792146325978259768134783419526532847619698231457471596283
504039060103420007000506000908601070410253906052097413005002049000004800800065000,524739168163428597789516324938641275417253986652897413375182649296374851841965732
900002605760905003000000910050700200407000000093060080000608090046000800000103062,984312675761985423325476918658731249417829356293564187132658794546297831879143562
003000080000000032500000046802640500054092360006005000600230000000001698400706010,263914785148567932579328146812643579754892361936175824681239457327451698495786213
090080200680052430370964001100000652020010800807000000000070300200305710703040900,495183267681752439372964581149837652526419873837526194958271346264395718713648925
239010060000230701800645092914000500300154020500900146045302009028001600003500204,239718465456239781871645392914826537367154928582973146145362879728491653693587214
060200958397005016825160740950670431710523600638040520180050300076014800000000002,461237958397485216825169743952678431714523689638941527189752364276314895543896172
800005470605000903007461285209530100430607590008904600023189764906203050184756329,812395476645872913397461285269538147431627598758914632523189764976243851184756329
007060508530000000004593000198302405053001290700409083025900040041005009879000000,917264538536718924284593716198372465453681297762459183625937841341825679879146352
007003960500790038943685071700450029050900847604827100300068094480009010079314580,827143965561792438943685271738451629152936847694827153315268794486579312279314586
600000409000700000000509000500976008406005037719004652007612095100000820920450760,651283479294761583378549216532976148486125937719834652847612395165397824923458761
900700020236050004840602005182007400350000200070400580700000000060291700528300040,915784326236159874847632915182567493354918267679423581791845632463291758528376149
070080630009740802530900140302890700060027405000006300425608000000005080186009504,274581639619743852538962147352894761861327495947156328425678913793415286186239574
049012657615040000082650100874001063230500019901736402063008905498105030027009041,349812657615947328782653194874291563236584719951736482163428975498175236527369841
382409017010203048400005030903148765700000894005090103200080006698027450000654982,382469517519273648476815239923148765761532894845796123254981376698327451137654982
020500700108000530700000000000050097907806004080079060074615300690780005013900000,329568741148297536756431982261354897937826154485179263874615329692783415513942678
031002060000000010052470890108560009000208501300010000589000107070009328203704000,731892465894635712652471893148563279967248531325917684589326147476159328213784956
020168304063920010018537006096315400801249650000080921040003060600052000039070042,925168374763924518418537296296315487871249653354786921142893765687452139539671842
030000028840305791005800304009203000028090030000008040080904000904002010200670400,736419528842365791195827364519243876428796135367158942681934257974582613253671489
074030090003200081000000600007100060050008302400003050020000506305607009019500734,174836295563279481892451673237145968951768342486923157728394516345617829619582734
714038006000001430000005870003650000107000042008024050000010060901506200000403005,714938526582761439369245871243657198157389642698124357475812963931576284826493715
000040000600500201782090000026000409359804006000000085000105932275906040003008600,591642873634587291782391564826753419359814726147269385468175932275936148913428657
000030651000001209009572000080004507000087006307906002094010000125743968000298000,472839651538461279619572384986124537251387496347956812894615723125743968763298145
975060028000051900020897500642070803597000460308604795106742059709016284200380670,975463128863251947421897536642975813597138462318624795186742359739516284254389671
400006007069478351750310002000000005370021964100745008620080509004000120500000086,431256897269478351758319642842693715375821964196745238623184579984567123517932486
000290050010085090080000004000002410094600007000800060001000300003469000005100982,736294158412785693589316724368972415294651837157843269971528346823469571645137982
907000602010009340040800100194078203200061590750290010060007000009645000375000000,987134652612759348543826179194578263238461597756293814461387925829645731375912486
320600004050078120400200009000106200690000001010940000002809430860004007509031600,321695874956478123487213569734156298695382741218947356172869435863524917549731682
604908000958706004010005900009100280480350097000800540170000800300201400000570120,634918752958726314217435968569147283481352697723869541172694835395281476846573129
000060270630807004000100365301542006000003021027680030008000602200050813063000050,914365278635827194782194365391542786846973521527681439158739642279456813463218957
691000007050100496004680000000000260023096851000002043768250030000008000205060000,691425387852137496374689512517843269423796851986512743768251934149378625235964178
003910406400705000006003002650200179100500008830601000000109207040000901907806000,783912456421765893596483712654238179172594638839671524365149287248357961917826345
000725900817600002520031000198503704402070100036412895070004263040297510200006409,364725981817649352529831647198563724452978136736412895975184263643297518281356479
690002741075430090421900803209107438358609100010003000102005607030000020007060009,693582741875431296421976853269157438358649172714823965142395687936718524587264319
000598004009100268807000509985703002000000005304005600200070900401906000000201040,632598174549137268817642539985763412176429385324815697268374951451986723793251846
070638125300704098006001473607203010003500060021067034000176002100090006760000051,479638125315724698286951473657243819843519267921867534598176342132495786764382951
005097001020350800600041020000082470902034180487605300208060000000070000300109060,845297631721356849639841527513982476962734185487615392278563914196478253354129768
036000000004000208200605000490002530378010020000473800009006002600000750040090080,836924175954731268217685943491862537378519624562473891789356412623148759145297386
004020716009000200000650300000805690016073005080060073507382000000046930000000002,354928716169734258278651349732815694916473825485269173597382461821546937643197582
040600708916008043803000500000050039095800060300906405239100000080009351000000904,542693718916578243873421596164752839795834162328916475239145687487269351651387924
400716200172398465869045100500472006247000508000859042010583920985124007020967801,453716289172398465869245173598472316247631598631859742716583924985124637324967851
705000100986704020014003809090000581000061700003087690001025967379046200502879000,735298146986714325214653879697432581458961732123587694841325967379146258562879413
802000700004080000100090058060040083743810009000000470401008200906500300005001004,892653741654187932137492658269745183743816529518239476471368295986524317325971864
260104508500608070010000000003080006057030080180007000020800090001000050000590000,269174538534628179718359264943285716657431982182967345325816497891742653476593821
285030479030000000701804260104592008000071090900680050300005000008009040670000010,285136479436927581791854263164592738853471692927683154349715826518269347672348915
008715006400602138120380009510008704763000092009007051085400910904100600601850407,398715246457692138126384579512938764763541892849267351285476913974123685631859427
005083620082000490706209008050098010000042986690000502500000139009000264400936800,915483627382765491746219358254698713173542986698371542567824139839157264421936875
200608007000030009004290008000005800080009120020401063068973042040050980590000071,259618437876534219314297658631725894487369125925481763168973542743152986592846371
030600029029700536065300400010000908000400060506981002653009080902000051401006000,734615829129748536865392417217563948398427165546981372653179284972834651481256793
004398052305040100800050473070402390000935700900807200000673004269080500437000861,714398652325746189896251473178462395642935718953817246581673924269184537437529861
081657293907182006056034781009403058520060479100700030300040810810209000704018920,481657293937182546256934781679423158523861479148795632392546817815279364764318925
108030490003109028000004703280015000010060000360800050540300900000058000002900060,178632495453179628926584713289415376715263849364897152547326981691758234832941567
080040953300710086020800010900020008608000000000008109060100705047000301105467090,781246953394715286526839417913524678678391524452678139269183745847952361135467892
083700002096210007710560030349601078250347010000080423020479386907000241864132795,583794162496213857712568934349621578258347619671985423125479386937856241864132795
900008745040000280870000903004012300700040108008709524000050630063407050000080070,926138745341975286875624913654812397792543168138769524487251639263497851519386472
140000298807019346000000000009050600350692410072030800063040005200160003501723964,145376298827519346936284571419857632358692417672431859763948125294165783581723964
000270005069030007000000682190002078302750010700960004901024003000607821620083000,814276395269835147573419682196342578342758916758961234981524763435697821627183459
453810697000000105901506820000139200100060730302407081638905000540021378200380000,453812697826793145971546823784139256195268734362457981638975412549621378217384569
084260000790300040006040783032006009040502076007000214065701430218904560000080001,384267195791358642526149783132476859849512376657893214965721438218934567473685921
000009050603017900102005473900751028205080000078902501729038000561290837800076005,487329156653417982192865473946751328215683749378942561729538614561294837834176295
903001006008964023450038000002500068547086010089027354000000205204875631005002879,923751486718964523456238197132549768547386912689127354871693245294875631365412879
132094087000013060000570390910005040500000008620301759000400000205000000300700100,132694587759813462486572391917285643543967218628341759871426935265139874394758126
070003590209000000005008072002600040061084000704100986890210064000040009003090057,678423591249751638135968472382679145961584723754132986897215364526347819413896257
000902150600010080012800000820359640500746000004108509403000005090000314007600090,348972156675413982912865473821359647539746821764128539483291765296587314157634298
009004070020197050700036004046900715078000900092301640005003087003060001200000300,839524176624197853751836294346982715178645932592371648965213487483769521217458369
307549268040000937600720104003107090000385416086094070704952300920830740800400600,317549268542618937698723154453167892279385416186294573764952381921836745835471629
000006230536020009000380465004060000900870002000002640008053920002640180679000050,487596231536421879291387465824165793963874512715932648148753926352649187679218354
050080009601900020700002100000240703000030000000500962000004007000003054029070306,254381679631957428798462135165249783982736541347518962513624897876193254429875316
084007609000100507007496000310620790798310420002809003049560002600040800000083904,184257639926138547537496281315624798798315426462879153849561372673942815251783964
902068005003090080700010209675289040304000900010073008036940020007600890490000063,942368715153792486768514239675289341384156972219473658836945127527631894491827563
036218450408970300710060080500800000091530040080001000300007800000604910109082070,936218457428975361715463289547829136291536748683741592364197825872654913159382674
000000000004120500000800632801350200500010000020600051010006827080000060647030010,238965174764123589159847632871354296596712348423689751315496827982571463647238915
975401230600200070204050160410300890860002053093600002308947621729000300140500907,975461238681239574234758169412375896867192453593684712358947621729816345146523987
007501984080007000435020000001006000203010000000000608000000070000900540000075003,627531984189647352435829761891456237263718495574392618358264179712983546946175823
609285000200000659500603810820001070930807004047000360000030006400900000002050497,619285743283714659574693812826341975935867124147529368791432586458976231362158497
023001095078059020195200347809045702702000416041000089006000050517000208900502073,623471895478359621195286347869145732752893416341627589236718954517934268984562173
092760003054030627600400005005340908000000160760182004078600000540097006320800709,892765413154938627637421895215346978483579162769182534978653241541297386326814759
471020000650001823800605700706132908008050000090000030200570104004006300980010065,471328596659741823832695741746132958328954617195867432263579184514286379987413265
090040580542003197381007200030000640200000009057020000019702435003815976000394801,796241583542683197381957264138579642264138759957426318819762435423815976675394821
486035902230060700510902643620000079008659230001000568862043197070100854054807006,486735912239461785517982643625318479748659231391274568862543197973126854154897326
600090103500008400000200090000006005000000930020070608050302019098400000207059004,642795183519638427873241596384916275765824931921573648456382719198467352237159864
240070060005002008070001520604108050018000600723600081060080075407500000000790840,241875963935462718876931524694128357518347692723659481369284175487516239152793846
093050100400820069010070040230009500001005000000362071304090708000040000020008000,893654127475821369612973845237419586961785432548362971354296718186547293729138654
